Invoice Number：CUS260505001202607002    Invoice Period：07/16/2026-07/31/2026   Invoicing currency：USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"payable amount：133,101.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer ID,Customer Name,Tracking Number,Order Number,A-scan Date,Delivery Date,Reference1,Reference2,Product,Prealerted Hub,Injection Hub,Destination State,Zip Code,Zone,Actual weight (lbs),Invoicing weight (lbs),Dimensions (inch),Delivery Fee,Overweight Fees,Oversized Fees,Return Fees,Remote Area Fees,Fuel Surcharges,Delivery Area Fees,Additional Interception Fees,Relabelling Fee,Return Reship FEE,Credit for Delivery Fees,Credit for Order Value,Other,Total,Remarks
CUS260505001,Manifest Commerce Inc.,GFUS01059846199489,GFUS01059846199489,07/03/2026,07/03/2026,,,,,,Florida,34211,,1.8,1.8,12.000*9.000*6.500,0,0,0,0,0,0,0,0,0,0,0,-45.5,0,-45.5,
CUS260505001,Manifest Commerce Inc.,GFUS01059846278464,GFUS01059846278464,07/03/2026,07/03/2026,,,,,,Florida,34287,,1.66,1.66,12.000*9.000*6.500,0,0,0,0,0,0,0,0,0,0,0,-19.6,0,-19.6,
CUS260505001,Manifest Commerce Inc.,GFUS01059846306178,GFUS01059846306178,07/03/2026,07/03/2026,,,,,,Florida,33428,,1.66,1.66,12.000*9.000*6.500,0,0,0,0,0,0,0,0,0,0,0,-19.6,0,-19.6,
CUS260505001,Manifest Commerce Inc.,GFUS01059978924483,GFUS01059978924483,07/03/2026,07/03/2026,,,,,,Florida,33135,,0.17,0.17,13.000*10.000*1.500,0,0,0,0,0,0,0,0,0,0,0,-17.49,0,-17.49,
CUS260505001,Manifest Commerce Inc.,GFUS01059983659392,GFUS01059983659392,07/03/2026,07/03/2026,,,,,,Florida,33025,,0.21,0.21,11.000*9.000*1.500,0,0,0,0,0,0,0,0,0,0,0,-41.93,0,-41.93,
CUS260505001,Manifest Commerce Inc.,GFUS01059983876672,GFUS01059983876672,07/03/2026,07/03/2026,,,,,,Florida,33183,,0.15,0.15,10.000*6.000*1.500,0,0,0,0,0,0,0,0,0,0,0,-17.49,0,-17.49,
CUS260505001,Manifest Commerce Inc.,GFUS01059985159234,GFUS01059985159234,07/03/2026,07/03/2026,,,,,,Florida,33179,,1.01,1.01,8.000*6.000*4.500,0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,
CUS260505001,Manifest Commerce Inc.,GFUS01059998056898,GFUS01059998056898,07/03/2026,07/03/2026,,,,,,Florida,34222,,0.98,0.98,13.000*10.000*1.500,0,0,0,0,0,0,0,0,0,0,0,-41.93,0,-41.93,
CUS260505001,Manifest Commerce Inc.,GFUS01060023607746,GFUS01060023607746,07/06/2026,07/17/2026,,,GOFO Parcel Pickup,IAH,IAH,California,92020,6,7.79,7.79,23.000*19.000*1.000,5.67,0,0,0,0,0,0,0,0,0,0,0,0,5.67,
CUS260505001,Manifest Commerce Inc.,GFUS01060315385088,GFUS01060315385088,07/06/2026,07/19/2026,,,GOFO Parcel Pickup,IAH,IAH,Wisconsin,53406,5,0.98,0.98,13.000*10.000*1.500,3.45,0,0,0,0,0,0,0,0,0,0,0,0,3.45,
CUS260505001,Manifest Commerce Inc.,GFUS01060315411008,GFUS01060315411008,07/06/2026,07/17/2026,,,GOFO Parcel Pickup,IAH,IAH,Connecticut,06705,7,0.98,0.98,13.000*10.000*1.500,3.59,0,0,0,0,0,0,0,0,0,0,0,0,3.59,
CUS260505001,Manifest Commerce Inc.,GFUS01060319593988,GFUS01060319593988,07/06/2026,07/16/2026,,,GOFO Parcel Pickup,IAH,IAH,Georgia,30038,5,0.95,0.95,8.000*4.500*4.000,3.45,0,0,0,0,0,0,0,0,0,0,0,0,3.45,
CUS260505001,Manifest Commerce Inc.,GFUS01060319966338,GFUS01060319966338,07/06/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Oregon,97322,7,0.95,0.95,8.000*4.500*4.000,3.59,0,0,0,0,0,0,0,0,0,0,0,0,3.59,
CUS260505001,Manifest Commerce Inc.,GFUS01060364679361,GFUS01060364679361,07/06/2026,07/16/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,78130,3,0.62,0.62,13.000*10.000*1.500,3.18,0,0,0,0,0,0,0,0,0,0,0,0,3.18,
CUS260505001,Manifest Commerce Inc.,GFUS01060365259136,GFUS01060365259136,07/06/2026,07/22/2026,,,GOFO Parcel Pickup,IAH,IAH,Arizona,85122,5,1.21,1.21,13.000*10.000*1.500,3.53,0,0,0,0,0,0,0,0,0,0,0,0,3.53,
CUS260505001,Manifest Commerce Inc.,GFUS01060368413056,GFUS01060368413056,07/06/2026,07/16/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,78130,3,0.98,0.98,13.000*10.000*1.500,3.23,0,0,0,0,0,0,0,0,0,0,0,0,3.23,
CUS260505001,Manifest Commerce Inc.,GFUS01060372910656,GFUS01060372910656,07/07/2026,07/16/2026,,,GOFO Parcel Pickup,IAH,IAH,California,92240,6,0.24,0.24,11.000*9.000*1.500,3.26,0,0,0,0,0,0,0,0,0,0,0,0,3.26,
CUS260505001,Manifest Commerce Inc.,GFUS01060376326592,GFUS01060376326592,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,California,92344,6,0.6,0.6,6.000*4.500*4.000,3.45,0,0,0,0,0,0,0,0,0,0,0,0,3.45,
CUS260505001,Manifest Commerce Inc.,GFUS01060377386115,GFUS01060377386115,07/23/2026,07/25/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,78041,4,0.45,0.45,6.000*4.500*4.000,3.17,0,0,0,0,0,0,0,0,0,0,0,0,3.17,
CUS260505001,Manifest Commerce Inc.,GFUS01060377908480,GFUS01060377908480,07/07/2026,07/18/2026,,,GOFO Parcel Pickup,IAH,IAH,California,92627,6,0.15,0.15,10.000*6.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060380519488,GFUS01060380519488,07/07/2026,07/20/2026,,,GOFO Parcel Pickup,IAH,IAH,California,92617,6,1.89,1.89,22.000*15.000*1.000,3.8,0,0,0,0,0,0,0,0,0,0,0,0,3.8,
CUS260505001,Manifest Commerce Inc.,GFUS01060474391680,GFUS01060474391680,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Michigan,48386,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474393728,GFUS01060474393728,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Pennsylvania,19047,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474396867,GFUS01060474396867,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,California,92663,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474397762,GFUS01060474397762,07/23/2026,07/25/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,77089,3,0.17,0.17,13.000*10.000*1.500,2.96,0,0,0,0,0,0,0,0,0,0,0,0,2.96,
CUS260505001,Manifest Commerce Inc.,GFUS01060474404097,GFUS01060474404097,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Washington,98042,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474405056,GFUS01060474405056,07/23/2026,07/28/2026,,,GOFO Parcel Pickup,IAH,IAH,Arizona,85050,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474406145,GFUS01060474406145,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Tennessee,37160,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474408448,GFUS01060474408448,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,New jersey,07111,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474411394,GFUS01060474411394,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,South carolina,29040,4,0.17,0.17,13.000*10.000*1.500,3.07,0,0,0,0,0,0,0,0,0,0,0,0,3.07,
CUS260505001,Manifest Commerce Inc.,GFUS01060474412096,GFUS01060474412096,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Delaware,19709,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474413507,GFUS01060474413507,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,California,91803,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474413508,GFUS01060474413508,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Georgia,30011,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474414144,GFUS01060474414144,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Washington,98166,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474414210,GFUS01060474414210,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,North Carolina,28409,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474414598,GFUS01060474414598,07/23/2026,07/25/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,78418,4,0.17,0.17,13.000*10.000*1.500,3.07,0,0,0,0,0,0,0,0,0,0,0,0,3.07,
CUS260505001,Manifest Commerce Inc.,GFUS01060474415489,GFUS01060474415489,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,New York,11793,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474420353,GFUS01060474420353,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Massachusetts,01880,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474421634,GFUS01060474421634,07/23/2026,07/25/2026,,,GOFO Parcel Pickup,IAH,IAH,Louisiana,70094,4,0.17,0.17,13.000*10.000*1.500,3.07,0,0,0,0,0,0,0,0,0,0,0,0,3.07,
CUS260505001,Manifest Commerce Inc.,GFUS01060474421828,GFUS01060474421828,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,79707,4,0.17,0.17,13.000*10.000*1.500,3.07,0,0,0,0,0,0,0,0,0,0,0,0,3.07,
CUS260505001,Manifest Commerce Inc.,GFUS01060474422336,GFUS01060474422336,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,New York,11378,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474422337,GFUS01060474422337,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Pennsylvania,15126,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474423687,GFUS01060474423687,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,California,94558,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474424448,GFUS01060474424448,07/23/2026,07/28/2026,,,GOFO Parcel Pickup,IAH,IAH,Maryland,21842,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474424833,GFUS01060474424833,07/23/2026,07/28/2026,,,GOFO Parcel Pickup,IAH,IAH,Arizona,86409,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474425921,GFUS01060474425921,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,California,95391,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474427969,GFUS01060474427969,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Maryland,20657,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474430531,GFUS01060474430531,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Florida,34982,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474430787,GFUS01060474430787,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Maryland,20657,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474430979,GFUS01060474430979,07/23/2026,07/28/2026,,,GOFO Parcel Pickup,IAH,IAH,Arizona,85050,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474431681,GFUS01060474431681,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Massachusetts,01030,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474432645,GFUS01060474432645,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Texas,76248,1,0.17,0.17,13.000*10.000*1.500,2.79,0,0,0,0,0,0,0,0,0,0,0,0,2.79,
CUS260505001,Manifest Commerce Inc.,GFUS01060474433537,GFUS01060474433537,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Alabama,35094,4,0.17,0.17,13.000*10.000*1.500,3.07,0,0,0,0,0,0,0,0,0,0,0,0,3.07,
CUS260505001,Manifest Commerce Inc.,GFUS01060474434629,GFUS01060474434629,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Florida,33917,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474435072,GFUS01060474435072,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,South carolina,29579,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474436867,GFUS01060474436867,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Colorado,80209,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
CUS260505001,Manifest Commerce Inc.,GFUS01060474437633,GFUS01060474437633,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Nevada,89014,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474438786,GFUS01060474438786,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Nevada,89103,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474438978,GFUS01060474438978,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Pennsylvania,18944,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474438980,GFUS01060474438980,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,California,94526,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474439873,GFUS01060474439873,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,New jersey,07047,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474440259,GFUS01060474440259,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Massachusetts,02360,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474443011,GFUS01060474443011,07/23/2026,07/27/2026,,,GOFO Parcel Pickup,IAH,IAH,Connecticut,06705,7,0.17,0.17,13.000*10.000*1.500,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3.4,
CUS260505001,Manifest Commerce Inc.,GFUS01060474445056,GFUS01060474445056,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,New York,11561,6,0.17,0.17,13.000*10.000*1.500,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.21,
CUS260505001,Manifest Commerce Inc.,GFUS01060474445120,GFUS01060474445120,07/23/2026,07/26/2026,,,GOFO Parcel Pickup,IAH,IAH,Florida,34481,5,0.17,0.17,13.000*10.000*1.500,3.15,0,0,0,0,0,0,0,0,0,0,0,0,3.15,
