Document Number,Invoice Number,Invoice Time,GUID,Merchant Reference Number,Tracking Number,Parent Merchant ID,Merchant ID,Merchant Name,Currency,Base Fee,Discount Fee,Discount Percentage,Billed Fee,Signature Fee,Pickup Fee,Over Dimension Fee,Over Max Size Fee,Over-weight Fee,Fuel Surcharge,Peak Season Surcharge,Delivery Area Surcharge,Delivery Area Surcharge Extend,Truck Fee,Relabel Fee,Miscellaneous Fee,Credit,Approved Claim,Credit Card Surcharge,Total Billed Amount,Induction Facility,Induction Facility ZipCode,Consignee Address,Destination Facility,Destination ZipCode,Channel Code,Zone,Manifest Billing,Billable Weight,Billable Weight UOM,Scaled Weight,Scaled Weight UOM,Manifested Weight(lb/oz),Manifested Weight UOM(lb/oz),Manifested Weight,Manifested Weight UOM,IS Rated As DIM Weight,DIM Factor,Dim Weight(lbs),Dim Weight UOM(lbs),Dim Weight,Dim Weight UOM,Package Length,Package Width,Package Height,Package DIM UOM,Shipping Order Created Time,Induction Time,Billable Time,GUID Created Time,Shipped Time,Delivered Time,Service Type
3764,6603764250922988,2025-09-22 16:07:21,89035709,,UUS5996602816797774,660,3050,Falcon Fulfillment,USD,3.6,0,,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,ORD,60634,,GSP,28805,,4,,13.0000,OZS,12.8000,OZS,12.8000,OZS,12.8000,OZS,No,,0.6186,LBS,9.8970,OZS,6.0000,5.0000,4.0000,IN,,2025-09-09 21:12:44,2025-09-12 03:17:48,2025-09-22 17:15:22,2025-09-12 03:17:48,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035710,,UUS59A6605821553912,660,3050,Falcon Fulfillment,USD,3.48,0,,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,ORD,60634,,OMA,68137,,4,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-10 23:42:58,2025-09-12 05:28:01,2025-09-22 17:15:22,2025-09-12 05:28:01,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035711,,UUS59A6609822674405,660,3050,Falcon Fulfillment,USD,3.27,0,,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,ORD,60634,,CMH,43110,,4,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-10 23:42:19,2025-09-12 05:07:35,2025-09-22 17:15:22,2025-09-12 05:07:35,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035712,,UUS59A6609821513790,660,3050,Falcon Fulfillment,USD,3.15,0,,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,ORD,60634,,ORD,60605,,1,,9.0000,OZS,8.8000,OZS,8.8000,OZS,8.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-11 00:20:41,2025-09-12 04:22:28,2025-09-22 17:15:22,2025-09-12 04:22:28,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035713,,UUS59A6609821272880,660,3050,Falcon Fulfillment,USD,3.2,0,,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,ORD,60634,,ORD,53158,,2,,7.0000,OZS,6.4000,OZS,6.4000,OZS,6.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-11 00:25:53,2025-09-12 05:12:21,2025-09-22 17:15:22,2025-09-12 05:12:21,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035714,,UUS5996607816869861,660,3050,Falcon Fulfillment,USD,3.42,0,,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,ORD,60634,,ATL,30082,,5,,7.0000,OZS,6.4000,OZS,6.4000,OZS,6.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:11:34,2025-09-12 05:11:34,2025-09-22 17:15:22,2025-09-12 05:11:34,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035715,,UUS5996608816744232,660,3050,Falcon Fulfillment,USD,3.61,0,,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,ORD,60634,,ALB,12603,,5,,12.0000,OZS,12.0000,OZS,12.0000,OZS,12.0000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:55:22,2025-09-12 03:11:27,2025-09-22 17:15:22,2025-09-12 03:11:27,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035716,,UUS5996600816736133,660,3050,Falcon Fulfillment,USD,3.87,0,,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,ORD,60634,,MDT,21074,,5,,15.0000,OZS,14.4000,OZS,14.4000,OZS,14.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:01:07,2025-09-12 00:22:23,2025-09-22 17:15:22,2025-09-12 00:22:23,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035717,,UUS59A6604821993254,660,3050,Falcon Fulfillment,USD,3.21,0,,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,ORD,60634,,IND,46060,,3,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-10 23:42:35,2025-09-12 03:48:48,2025-09-22 17:15:22,2025-09-12 03:48:48,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035718,,UUS59A6608822686401,660,3050,Falcon Fulfillment,USD,3.15,0,,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,ORD,60634,,ORD,60564,,1,,10.0000,OZS,9.6000,OZS,9.6000,OZS,9.6000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-10 23:41:33,2025-09-12 05:18:34,2025-09-22 17:15:22,2025-09-12 05:18:34,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035719,,UUS5996608816802851,660,3050,Falcon Fulfillment,USD,3.7,0,,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,ORD,60634,,ALB,12110,,5,,13.0000,OZS,12.8000,OZS,12.8000,OZS,12.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:55:09,2025-09-12 03:24:52,2025-09-22 17:15:22,2025-09-12 03:24:52,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035720,,UUS59A6609821247790,660,3050,Falcon Fulfillment,USD,3.1,0,,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,ORD,60634,,ORD,60143,,1,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-11 00:25:43,2025-09-12 05:07:13,2025-09-22 17:15:22,2025-09-12 05:07:13,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035721,,UUS5996602816894223,660,3050,Falcon Fulfillment,USD,3.33,0,,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,ORD,60634,,JFK,11743,,5,,5.0000,OZS,4.8000,OZS,4.8000,OZS,4.8000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:56:31,2025-09-12 04:21:00,2025-09-22 17:15:22,2025-09-12 04:21:00,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035722,,UUS5986604810556925,660,3050,Falcon Fulfillment,USD,3.45,0,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,ORD,60634,,DFW,75409,,5,,8.0000,OZS,8.0000,OZS,8.0000,OZS,8.0000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-08 20:24:56,2025-09-12 04:44:53,2025-09-22 17:15:22,2025-09-12 04:44:53,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035723,,UUS5996603816625468,660,3050,Falcon Fulfillment,USD,3.52,0,,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,ORD,60634,,ATL,30179,,4,,12.0000,OZS,12.0000,OZS,12.0000,OZS,12.0000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:14:38,2025-09-12 04:27:05,2025-09-22 17:15:22,2025-09-12 04:27:05,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035724,,UUS5996605816265881,660,3050,Falcon Fulfillment,USD,3.39,0,,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,ORD,60634,,JFK,11414,,5,,6.0000,OZS,5.6000,OZS,5.6000,OZS,5.6000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 20:58:45,2025-09-12 02:18:12,2025-09-22 17:15:22,2025-09-12 02:18:12,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035725,,UUS5996607816861041,660,3050,Falcon Fulfillment,USD,3.58,0,,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,ORD,60634,,ATL,31906,,5,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:58:09,2025-09-12 03:28:05,2025-09-22 17:15:22,2025-09-12 03:28:05,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035726,,UUS5996608816938376,660,3050,Falcon Fulfillment,USD,3.7,0,,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,ORD,60634,,DCA,20165,,5,,13.0000,OZS,12.1600,OZS,12.1600,OZS,12.1600,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:00:53,2025-09-12 04:43:57,2025-09-22 17:15:22,2025-09-12 04:43:57,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035727,,UUS5996607816634093,660,3050,Falcon Fulfillment,USD,3.7,0,,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,ORD,60634,,ATL,30214,,5,,13.0000,OZS,12.8000,OZS,12.8000,OZS,12.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:04:32,2025-09-12 02:24:45,2025-09-22 17:15:22,2025-09-12 02:24:45,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035728,,UUS5986607810567144,660,3050,Falcon Fulfillment,USD,3.53,0,,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,ORD,60634,,MIA,33315,,6,,8.0000,OZS,8.0000,OZS,8.0000,OZS,8.0000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-08 20:25:00,2025-09-12 03:26:55,2025-09-22 17:15:22,2025-09-12 03:26:55,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035729,,UUS59A6607821911953,660,3050,Falcon Fulfillment,USD,3.33,0,,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,ORD,60634,,ORD,60440,,2,,12.0000,OZS,11.2000,OZS,11.2000,OZS,11.2000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-10 23:42:58,2025-09-12 05:42:36,2025-09-22 17:15:22,2025-09-12 05:42:36,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035730,,UUS59A6606821260535,660,3050,Falcon Fulfillment,USD,3.41,0,,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,ORD,60634,,CMH,43065,,4,,9.0000,OZS,8.8000,OZS,8.8000,OZS,8.8000,OZS,No,,0.7423,LBS,11.8760,OZS,6.0000,6.0000,4.0000,IN,,2025-09-11 00:21:58,2025-09-12 05:03:16,2025-09-22 17:15:22,2025-09-12 05:03:16,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035731,,UUS59A6604821928534,660,3050,Falcon Fulfillment,USD,3.97,0,,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,ORD,60634,,ORD,53511,,2,,2.0000,LBS,1.1500,LBS,18.4000,OZS,18.4000,OZS,No,,0.9900,LBS,0.9900,LBS,8.0000,6.0000,4.0000,IN,,2025-09-10 23:42:48,2025-09-12 04:54:10,2025-09-22 17:15:22,2025-09-12 04:54:10,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035732,,UUS5996605816203042,660,3050,Falcon Fulfillment,USD,4.22,0,,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,ORD,60634,,CLT,27103,,5,,1.0000,LBS,1.0000,LBS,16.0000,OZS,16.0000,OZS,No,,0.7420,LBS,0.7420,LBS,6.0000,6.0000,4.0000,IN,,2025-09-09 21:02:38,2025-09-12 15:51:34,2025-09-22 17:15:22,2025-09-12 15:51:34,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035733,,UUS59A6603821145895,660,3050,Falcon Fulfillment,USD,3.91,0,,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,ORD,60634,,ORD,60607,,1,,3.0000,LBS,2.3310,LBS,20.8000,OZS,20.8000,OZS,Yes,,2.3310,LBS,2.3310,LBS,12.3800,9.1300,4.0000,IN,,2025-09-11 00:20:24,2025-09-12 05:08:09,2025-09-22 17:15:22,2025-09-12 05:08:09,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035734,,UUS59A6601821611961,660,3050,Falcon Fulfillment,USD,3.93,0,,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,ORD,60634,,ORD,53051,,2,,1.0000,LBS,1.0000,LBS,16.0000,OZS,16.0000,OZS,No,,0.9900,LBS,0.9900,LBS,8.0000,6.0000,4.0000,IN,,2025-09-10 23:43:31,2025-09-12 05:47:08,2025-09-22 17:15:22,2025-09-12 05:47:08,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035735,,UUS5996604816755342,660,3050,Falcon Fulfillment,USD,4.34,0,,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,ORD,60634,,CLT,28078,,5,,2.0000,LBS,1.0500,LBS,16.8000,OZS,16.8000,OZS,No,,0.7420,LBS,0.7420,LBS,6.0000,6.0000,4.0000,IN,,2025-09-09 20:56:10,2025-09-12 15:24:02,2025-09-22 17:15:22,2025-09-12 15:24:02,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035736,,UUS5996601816793643,660,3050,Falcon Fulfillment,USD,3.58,0,,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,ORD,60634,,RDU,27545,,5,,11.0000,OZS,10.4000,OZS,10.4000,OZS,10.4000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:03:01,2025-09-13 12:51:40,2025-09-22 17:15:22,2025-09-13 12:51:40,,Ground Express
3764,6603764250922988,2025-09-22 16:07:21,89035737,,UUS5996607816862029,660,3050,Falcon Fulfillment,USD,3.45,0,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,ORD,60634,,DEN,80231,,5,,8.0000,OZS,7.2000,OZS,7.2000,OZS,7.2000,OZS,No,,0.3054,LBS,4.8870,OZS,6.6300,3.2500,2.7500,IN,,2025-09-09 21:12:11,2025-09-13 23:42:29,2025-09-22 17:15:22,2025-09-13 23:42:29,,Ground Express
