shipment_order_id,shipment_created_date,label_id,label_legacy_id,account_id,shipment_id,order_id,box_id,box_name,status,tracking_number,alternate_tracking_id,order_number,order_account_id,carrier,shipping_name,shipping_method,cost,box_code,device_id,delivered,picked_up,refunded,needs_refund,profile,partner_fulfillment_id,full_size_to_print,packing_slip,warehouse,warehouse_id,insurance_amount,carrier_account_id,source,label_created_date,tracking_url,package_number,parcelview_url,tracking_status,in_shipping_container,shipping_container_id,dim_weight,dim_height,dim_width,dim_length
T3JkZXI6Nzk3MDM4ODI0,2026-04-13T14:45:40,U2hpcHBpbmdMYWJlbDo2MDMyMzk3ODg=,603239788,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMDk4OTM2,T3JkZXI6Nzk3MDM4ODI0,46875,M-POLY,valid,9234690380878200009093,9234690380878200009093,797038824,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,10.41,02,shipping web,,,,,default,6236548071702,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T14:45:40,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009093,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk2Nzg0ODg4,2026-04-13T14:47:16,U2hpcHBpbmdMYWJlbDo2MDMyNDE5ODY=,603241986,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTAxMTg3,T3JkZXI6Nzk2Nzg0ODg4,56814,L-POLY,valid,9234690380878200009109,9234690380878200009109,796784888,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236553609494,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T14:47:16,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009109,1,,UNKNOWN,False,,2.1000 lb,1.0000 inch,12.00 inch,20.00 inch
T3JkZXI6Nzk2Mzc4ODIx,2026-04-13T14:49:19,U2hpcHBpbmdMYWJlbDo2MDMyNDQ3OTE=,603244791,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTA0MDM5,T3JkZXI6Nzk2Mzc4ODIx,56814,L-POLY,valid,9234690380878200009116,9234690380878200009116,796378821,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.41,02,shipping web,,,,,default,6236558622998,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T14:49:19,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009116,1,,UNKNOWN,False,,2.1000 lb,1.0000 inch,12.00 inch,20.00 inch
T3JkZXI6Nzk2Mjc0MzIx,2026-04-13T14:56:30,U2hpcHBpbmdMYWJlbDo2MDMyNTM5MzA=,603253930,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTEzNDI5,T3JkZXI6Nzk2Mjc0MzIx,46863,10X8X4,valid,9200190380878200004683,9200190380878200004683,796274321,84984,usps_modern,Fast,USPS_GROUND_ADVANTAGE,5.64,02,shipping web,,,,,default,6645193146538,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T14:56:30,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004683,1,,UNKNOWN,False,,0.6525 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk2NjQxNjk5,2026-04-13T15:00:57,U2hpcHBpbmdMYWJlbDo2MDMyNjE0NDk=,603261449,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTIxMTE3,T3JkZXI6Nzk2NjQxNjk5,49982,POLY BUBBLE #0,valid,9200190380878200004690,9200190380878200004690,796641699,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.89,02,bulk ship,,,,,default,6466289860799,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:00:57,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004690,1,,UNKNOWN,False,,0.7100 lb,2.0000 inch,5.80 inch,8.70 inch
T3JkZXI6Nzk2MjI2NDQ2,2026-04-13T15:01:00,U2hpcHBpbmdMYWJlbDo2MDMyNjE1Mzg=,603261538,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTIxMjEw,T3JkZXI6Nzk2MjI2NDQ2,49982,POLY BUBBLE #0,valid,9200190380878200004706,9200190380878200004706,796226446,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.78,02,bulk ship,,,,,default,6466290450623,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:01:00,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004706,1,,UNKNOWN,False,,0.7100 lb,2.0000 inch,5.80 inch,8.70 inch
T3JkZXI6Nzk3MDEzMjY1,2026-04-13T15:09:25,U2hpcHBpbmdMYWJlbDo2MDMyNzQyOTQ=,603274294,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTM0NTU2,T3JkZXI6Nzk3MDEzMjY1,49982,POLY BUBBLE #0,valid,9200190380878200004713,9200190380878200004713,797013265,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.60,02,bulk ship,,,,,default,6466319122623,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:09:25,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004713,1,,UNKNOWN,False,,0.6500 lb,2.0000 inch,5.80 inch,8.70 inch
T3JkZXI6Nzk2NjA5MTI0,2026-04-13T15:16:47,U2hpcHBpbmdMYWJlbDo2MDMyODcxODE=,603287181,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTQ3OTU3,T3JkZXI6Nzk2NjA5MTI0,46875,M-POLY,valid,9234690380878200009123,9234690380878200009123,796609124,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.00,02,shipping web,,,,,default,6236627566870,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:16:47,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009123,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk3MTEwNjE1,2026-04-13T15:16:51,U2hpcHBpbmdMYWJlbDo2MDMyODcyNjg=,603287268,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTQ4MDQ3,T3JkZXI6Nzk3MTEwNjE1,46875,M-POLY,valid,9234690380878200009130,9234690380878200009130,797110615,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,8.87,02,shipping web,,,,,default,6236627763478,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:16:51,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009130,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk2MzEwMTM3,2026-04-13T15:18:19,U2hpcHBpbmdMYWJlbDo2MDMyODk0NDE=,603289441,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTUwMjg2,T3JkZXI6Nzk2MzEwMTM3,46875,M-POLY,valid,9234690380878200009147,9234690380878200009147,796310137,84985,usps_modern,Economy,USPS_GROUND_ADVANTAGE,7.00,02,shipping web,,,,,default,6236631204118,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:18:19,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009147,1,,UNKNOWN,False,,2.0400 lb,2.0000 inch,14.50 inch,16.00 inch
T3JkZXI6Nzk2NzY4NDAw,2026-04-13T15:18:42,U2hpcHBpbmdMYWJlbDo2MDMyODk5NjM=,603289963,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTUwODI5,T3JkZXI6Nzk2NzY4NDAw,49983,POLY BUBBLE #1,valid,9200190380878200004720,9200190380878200004720,796768400,84983,usps_modern,$4.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.16,02,bulk ship,,,,,default,6466343895231,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:18:42,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004720,1,,UNKNOWN,False,,0.3200 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2MjQ5MjI4,2026-04-13T15:23:45,U2hpcHBpbmdMYWJlbDo2MDMyOTc4NDE=,603297841,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTU5Mzc2,T3JkZXI6Nzk2MjQ5MjI4,46874,S-POLY,valid,9200190380878200004737,9200190380878200004737,796249228,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,5.77,02,shipping web,,,,,default,6092295012576,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:23:45,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004737,1,,UNKNOWN,False,,0.4575 lb,2.0000 inch,10.00 inch,12.00 inch
T3JkZXI6Nzk2ODE4NTI0,2026-04-13T15:27:49,U2hpcHBpbmdMYWJlbDo2MDMzMDQwMDE=,603304001,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTY1NzM5,T3JkZXI6Nzk2ODE4NTI0,56814,L-POLY,valid,9234690380878200009154,9234690380878200009154,796818524,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,7.00,02,shipping web,,,,,default,6092302680288,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:27:49,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009154,1,,UNKNOWN,False,,2.0906 lb,1.0000 inch,12.00 inch,20.00 inch
T3JkZXI6Nzk2NDU0NTkw,2026-04-13T15:28:37,U2hpcHBpbmdMYWJlbDo2MDMzMDU0Mzg=,603305438,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTY3MTky,T3JkZXI6Nzk2NDU0NTkw,56814,L-POLY,valid,9234690380878200009161,9234690380878200009161,796454590,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,6.83,02,shipping web,,,,,default,6092303696096,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:28:37,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009161,1,,UNKNOWN,False,,1.2344 lb,1.0000 inch,12.00 inch,20.00 inch
T3JkZXI6Nzk2NjA4OTEx,2026-04-13T15:32:21,U2hpcHBpbmdMYWJlbDo2MDMzMTAyMTI=,603310212,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTcyMjQw,T3JkZXI6Nzk2NjA4OTEx,46874,S-POLY,valid,9200190380878200004744,9200190380878200004744,796608911,84868,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,5.89,02,shipping web,,,,,default,6158800486648,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:32:21,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004744,1,,UNKNOWN,False,,0.1444 lb,2.0000 inch,10.00 inch,12.00 inch
T3JkZXI6Nzk2Mjc0OTcx,2026-04-13T15:33:07,U2hpcHBpbmdMYWJlbDo2MDMzMTExMDQ=,603311104,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTczMTc0,T3JkZXI6Nzk2Mjc0OTcx,49983,POLY BUBBLE #1,valid,9200190380878200004751,9200190380878200004751,796274971,84983,usps_modern,$4.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.62,02,bulk ship,,,,,default,6466383085759,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:33:07,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004751,1,,UNKNOWN,False,,0.3800 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2Mjc1MzAz,2026-04-13T15:33:11,U2hpcHBpbmdMYWJlbDo2MDMzMTEyMDI=,603311202,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTczMjg3,T3JkZXI6Nzk2Mjc1MzAz,49983,POLY BUBBLE #1,valid,9200190380878200004768,9200190380878200004768,796275303,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.62,02,bulk ship,,,,,default,6466383216831,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:33:11,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004768,1,,UNKNOWN,False,,0.3800 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2NTEzOTk0,2026-04-13T15:33:31,U2hpcHBpbmdMYWJlbDo2MDMzMTE3MTI=,603311712,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTczODMy,T3JkZXI6Nzk2NTEzOTk0,46874,S-POLY,valid,9200190380878200004775,9200190380878200004775,796513994,83998,usps_modern,USPS Ground Advantage,USPS_GROUND_ADVANTAGE,5.22,02,shipping web,,,,,default,5986127085886,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:33:31,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004775,1,,UNKNOWN,False,,0.2000 lb,2.0000 inch,10.00 inch,12.00 inch
T3JkZXI6Nzk2NTI5NDQ2,2026-04-13T15:35:27,U2hpcHBpbmdMYWJlbDo2MDMzMTQzODI=,603314382,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTc2NzEx,T3JkZXI6Nzk2NTI5NDQ2,46874,S-POLY,valid,9200190380878200004782,9200190380878200004782,796529446,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,5.62,02,shipping web,,,,,default,6092323815648,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T15:35:27,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004782,1,,UNKNOWN,False,,0.4575 lb,2.0000 inch,10.00 inch,12.00 inch
T3JkZXI6Nzk1OTA4OTQw,2026-04-13T15:38:13,U2hpcHBpbmdMYWJlbDo2MDMzMTgzNjI=,603318362,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTgwODMw,T3JkZXI6Nzk1OTA4OTQw,49983,POLY BUBBLE #1,valid,9200190380878200004799,9200190380878200004799,795908940,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.78,02,bulk ship,,,,,default,6466399240383,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:38:13,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004799,1,,UNKNOWN,False,,0.9100 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2MjA4NjUy,2026-04-13T15:47:07,U2hpcHBpbmdMYWJlbDo2MDMzMzEwMjg=,603331028,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTk0MTU1,T3JkZXI6Nzk2MjA4NjUy,46863,10X8X4,valid,9234690380878200009178,9234690380878200009178,796208652,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.31,02,bulk ship,,,,,default,6466421719231,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:47:07,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009178,1,,UNKNOWN,False,,2.0200 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk2NzY5OTk0,2026-04-13T15:47:10,U2hpcHBpbmdMYWJlbDo2MDMzMzExMjQ=,603331124,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTk0MjU3,T3JkZXI6Nzk2NzY5OTk0,46863,10X8X4,valid,9234690380878200009185,9234690380878200009185,796769994,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,7.52,02,bulk ship,,,,,default,6466422079679,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:47:10,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9234690380878200009185,1,,UNKNOWN,False,,2.0200 lb,4.0000 inch,8.00 inch,10.00 inch
T3JkZXI6Nzk2NzEyMjY4,2026-04-13T15:49:49,U2hpcHBpbmdMYWJlbDo2MDMzMzQ0MDU=,603334405,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMTk3NzA5,T3JkZXI6Nzk2NzEyMjY4,49982,POLY BUBBLE #0,valid,9200190380878200004805,9200190380878200004805,796712268,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.89,02,bulk ship,,,,,default,6466430009535,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:49:49,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004805,1,,UNKNOWN,False,,0.7000 lb,2.0000 inch,5.80 inch,8.70 inch
T3JkZXI6Nzk2Mjc1ODg2,2026-04-13T15:53:50,U2hpcHBpbmdMYWJlbDo2MDMzNDA3NjA=,603340760,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjA0MzQw,T3JkZXI6Nzk2Mjc1ODg2,49983,POLY BUBBLE #1,valid,9200190380878200004812,9200190380878200004812,796275886,84983,usps_modern,Free Standard Shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.24,02,bulk ship,,,,,default,6466441248959,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:53:50,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004812,1,,UNKNOWN,False,,0.4300 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2Mjc1OTEy,2026-04-13T15:57:04,U2hpcHBpbmdMYWJlbDo2MDMzNDQ4ODQ=,603344884,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjA4OTIw,T3JkZXI6Nzk2Mjc1OTEy,49983,POLY BUBBLE #1,valid,9200190380878200004829,9200190380878200004829,796275912,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,5.52,02,bulk ship,,,,,default,6466451636415,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:57:04,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004829,1,,UNKNOWN,False,,0.3200 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2NzY5NTQ4,2026-04-13T15:57:07,U2hpcHBpbmdMYWJlbDo2MDMzNDQ5NDk=,603344949,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjA4OTgz,T3JkZXI6Nzk2NzY5NTQ4,49983,POLY BUBBLE #1,valid,9200190380878200004836,9200190380878200004836,796769548,84983,usps_modern,$6.99 Standard shipping (3-5 days),USPS_GROUND_ADVANTAGE,6.24,02,bulk ship,,,,,default,6466451669183,[],,Primary,115706,0.00,41752,bulk ship,2026-04-13T15:57:07,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004836,1,,UNKNOWN,False,,0.3200 lb,2.0000 inch,7.10 inch,10.70 inch
T3JkZXI6Nzk2MzA0Njgw,2026-04-13T16:00:55,U2hpcHBpbmdMYWJlbDo2MDMzNDk4MzU=,603349835,QWNjb3VudDo4MzY2Mw==,U2hpcG1lbnQ6NzgyMjE0NDIy,T3JkZXI6Nzk2MzA0Njgw,46874,S-POLY,valid,9200190380878200004843,9200190380878200004843,796304680,85157,usps_modern,Standard Shipping,USPS_GROUND_ADVANTAGE,5.89,02,shipping web,,,,,default,6092390203616,[],,Primary,115706,0.00,41752,shipping web,2026-04-13T16:00:55,https://tools.usps.com/go/TrackConfirmAction_input?strOrigTrackNum=9200190380878200004843,1,,UNKNOWN,False,,0.7137 lb,2.0000 inch,10.00 inch,12.00 inch
